0.0,0.0,0.0,0.0,0.0,97.0,113.0,0.0,0.0,0.0,0.0,24.0,-43.0,10.0,11.0,-6.0,11.0,-1.0,-7.663499999999999,0.0,35.0,3.0,9.0,-14.0,-4.0,-41.0,-15.0,31.0,271.04100000000005,-12.0,-29.0,-45.0,-139.0,-25.0,-86.0,-37.0,-82.0,9.0,68.98350000000005,-16.0,-20
0.0,24.0,-43.0,10.0,11.0,-6.0,11.0,-1.0,-7.663499999999999,0.0,35.0,3.0,9.0,-14.0,-4.0,-41.0,-15.0,31.0,271.04100000000005,-12.0,-29.0,-45.0,-139.0,-25.0,-86.0,-37.0,-82.0,9.0,68.98350000000005,-16.0,-101.0,-96.0,-86.0,-106.0,-91.0,-36.0,-5.0,-45.0,-397.26599999999996,-17.0,-381
35.0,3.0,9.0,-14.0,-4.0,-41.0,-15.0,31.0,271.04100000000005,-12.0,-29.0,-45.0,-139.0,-25.0,-86.0,-37.0,-82.0,9.0,68.98350000000005,-16.0,-101.0,-96.0,-86.0,-106.0,-91.0,-36.0,-5.0,-45.0,-397.26599999999996,-17.0,-218.0,-229.0,-614.0,-584.0,-448.0,-509.0,-357.0,133.0,1030.0095000000001,-23.0,146
-29.0,-45.0,-139.0,-25.0,-86.0,-37.0,-82.0,9.0,68.98350000000005,-16.0,-101.0,-96.0,-86.0,-106.0,-91.0,-36.0,-5.0,-45.0,-397.26599999999996,-17.0,-218.0,-229.0,-614.0,-584.0,-448.0,-509.0,-357.0,133.0,1030.0095000000001,-23.0,-612.0,-503.0,-628.0,-451.0,-585.0,-19.0,-137.0,58.0,397.5690000000001,-31.0,34
-101.0,-96.0,-86.0,-106.0,-91.0,-36.0,-5.0,-45.0,-397.26599999999996,-17.0,-218.0,-229.0,-614.0,-584.0,-448.0,-509.0,-357.0,133.0,1030.0095000000001,-23.0,-612.0,-503.0,-628.0,-451.0,-585.0,-19.0,-137.0,58.0,397.5690000000001,-31.0,-510.0,-488.0,-505.0,-461.0,-503.0,108.0,82.0,2.0,-35.22149999999999,-47.0,3
-218.0,-229.0,-614.0,-584.0,-448.0,-509.0,-357.0,133.0,1030.0095000000001,-23.0,-612.0,-503.0,-628.0,-451.0,-585.0,-19.0,-137.0,58.0,397.5690000000001,-31.0,-510.0,-488.0,-505.0,-461.0,-503.0,108.0,82.0,2.0,-35.22149999999999,-47.0,-531.0,-514.0,-515.0,-513.0,-520.0,-26.0,-17.0,11.0,34.72950000000003,-27.0,-3
-612.0,-503.0,-628.0,-451.0,-585.0,-19.0,-137.0,58.0,397.5690000000001,-31.0,-510.0,-488.0,-505.0,-461.0,-503.0,108.0,82.0,2.0,-35.22149999999999,-47.0,-531.0,-514.0,-515.0,-513.0,-520.0,-26.0,-17.0,11.0,34.72950000000003,-27.0,-507.0,-431.0,-487.0,-495.0,-457.0,9.0,63.0,53.0,381.34950000000003,-29.0,4
-510.0,-488.0,-505.0,-461.0,-503.0,108.0,82.0,2.0,-35.22149999999999,-47.0,-531.0,-514.0,-515.0,-513.0,-520.0,-26.0,-17.0,11.0,34.72950000000003,-27.0,-507.0,-431.0,-487.0,-495.0,-457.0,9.0,63.0,53.0,381.34950000000003,-29.0,-520.0,-525.0,-612.0,-501.0,-573.0,-60.0,-116.0,59.0,407.76,-22.0,38
-531.0,-514.0,-515.0,-513.0,-520.0,-26.0,-17.0,11.0,34.72950000000003,-27.0,-507.0,-431.0,-487.0,-495.0,-457.0,9.0,63.0,53.0,381.34950000000003,-29.0,-520.0,-525.0,-612.0,-501.0,-573.0,-60.0,-116.0,59.0,407.76,-22.0,-532.0,-485.0,-510.0,-479.0,-485.0,78.0,88.0,-9.0,-121.75049999999999,-30.0,77
-507.0,-431.0,-487.0,-495.0,-457.0,9.0,63.0,53.0,381.34950000000003,-29.0,-520.0,-525.0,-612.0,-501.0,-573.0,-60.0,-116.0,59.0,407.76,-22.0,-532.0,-485.0,-510.0,-479.0,-485.0,78.0,88.0,-9.0,-121.75049999999999,-30.0,-518.0,-469.0,-500.0,-426.0,-492.0,43.0,-7.0,-8.0,-114.33149999999995,-22.0,131
-520.0,-525.0,-612.0,-501.0,-573.0,-60.0,-116.0,59.0,407.76,-22.0,-532.0,-485.0,-510.0,-479.0,-485.0,78.0,88.0,-9.0,-121.75049999999999,-30.0,-518.0,-469.0,-500.0,-426.0,-492.0,43.0,-7.0,-8.0,-114.33149999999995,-22.0,-494.0,-376.0,-493.0,-348.0,-411.0,128.0,81.0,26.0,169.755,-26.0,-40
-532.0,-485.0,-510.0,-479.0,-485.0,78.0,88.0,-9.0,-121.75049999999999,-30.0,-518.0,-469.0,-500.0,-426.0,-492.0,43.0,-7.0,-8.0,-114.33149999999995,-22.0,-494.0,-376.0,-493.0,-348.0,-411.0,128.0,81.0,26.0,169.755,-26.0,-412.0,-403.0,-451.0,-437.0,-416.0,-42.0,-5.0,30.0,201.63150000000007,-29.0,75
-518.0,-469.0,-500.0,-426.0,-492.0,43.0,-7.0,-8.0,-114.33149999999995,-22.0,-494.0,-376.0,-493.0,-348.0,-411.0,128.0,81.0,26.0,169.755,-26.0,-412.0,-403.0,-451.0,-437.0,-416.0,-42.0,-5.0,30.0,201.63150000000007,-29.0,-509.0,-444.0,-507.0,-419.0,-493.0,-19.0,-77.0,80.0,591.2205,18.0,-65
-494.0,-376.0,-493.0,-348.0,-411.0,128.0,81.0,26.0,169.755,-26.0,-412.0,-403.0,-451.0,-437.0,-416.0,-42.0,-5.0,30.0,201.63150000000007,-29.0,-509.0,-444.0,-507.0,-419.0,-493.0,-19.0,-77.0,80.0,591.2205,18.0,-434.0,-425.0,-469.0,-484.0,-448.0,-7.0,45.0,42.0,294.06600000000003,35.0,2
-412.0,-403.0,-451.0,-437.0,-416.0,-42.0,-5.0,30.0,201.63150000000007,-29.0,-509.0,-444.0,-507.0,-419.0,-493.0,-19.0,-77.0,80.0,591.2205,18.0,-434.0,-425.0,-469.0,-484.0,-448.0,-7.0,45.0,42.0,294.06600000000003,35.0,-499.0,-471.0,-487.0,-482.0,-482.0,-50.0,-34.0,5.0,-9.001499999999965,49.0,17
-509.0,-444.0,-507.0,-419.0,-493.0,-19.0,-77.0,80.0,591.2205,18.0,-434.0,-425.0,-469.0,-484.0,-448.0,-7.0,45.0,42.0,294.06600000000003,35.0,-499.0,-471.0,-487.0,-482.0,-482.0,-50.0,-34.0,5.0,-9.001499999999965,49.0,-551.0,-514.0,-567.0,-519.0,-542.0,-53.0,-60.0,115.0,858.438,85.0,212
0.0,0.0,0.0,0.0,0.0,528.0,349.0,0.0,0.0,0.0,386.0,133.0,274.0,-65.0,242.0,114.0,242.0,86.0,927.3825000000006,130.0,50.0,-177.0,-14.0,-346.0,-114.0,-409.0,-356.0,65.0,486.96600000000035,145.0,-57.0,-299.0,-100.0,-420.0,-227.0,-127.0,-113.0,-138.0,-1294.4009999999998,167.0,-52
386.0,133.0,274.0,-65.0,242.0,114.0,242.0,86.0,927.3825000000006,130.0,50.0,-177.0,-14.0,-346.0,-114.0,-409.0,-356.0,65.0,486.96600000000035,145.0,-57.0,-299.0,-100.0,-420.0,-227.0,-127.0,-113.0,-138.0,-1294.4009999999998,167.0,-153.0,-415.0,-179.0,-471.0,-279.0,-65.0,-52.0,142.0,1011.5655000000006,237.0,100
50.0,-177.0,-14.0,-346.0,-114.0,-409.0,-356.0,65.0,486.96600000000035,145.0,-57.0,-299.0,-100.0,-420.0,-227.0,-127.0,-113.0,-138.0,-1294.4009999999998,167.0,-153.0,-415.0,-179.0,-471.0,-279.0,-65.0,-52.0,142.0,1011.5655000000006,237.0,-189.0,-333.0,-92.0,-355.0,-204.0,103.0,75.0,-214.0,-1925.2709999999997,220.0,32
-57.0,-299.0,-100.0,-420.0,-227.0,-127.0,-113.0,-138.0,-1294.4009999999998,167.0,-153.0,-415.0,-179.0,-471.0,-279.0,-65.0,-52.0,142.0,1011.5655000000006,237.0,-189.0,-333.0,-92.0,-355.0,-204.0,103.0,75.0,-214.0,-1925.2709999999997,220.0,-72.0,-264.0,38.0,-306.0,-131.0,77.0,73.0,-50.0,-505.5494999999996,321.0,-48
-153.0,-415.0,-179.0,-471.0,-279.0,-65.0,-52.0,142.0,1011.5655000000006,237.0,-189.0,-333.0,-92.0,-355.0,-204.0,103.0,75.0,-214.0,-1925.2709999999997,220.0,-72.0,-264.0,38.0,-306.0,-131.0,77.0,73.0,-50.0,-505.5494999999996,321.0,-19.0,-257.0,1.0,-333.0,-159.0,-23.0,-28.0,-103.0,-970.4354999999996,418.0,-23
-189.0,-333.0,-92.0,-355.0,-204.0,103.0,75.0,-214.0,-1925.2709999999997,220.0,-72.0,-264.0,38.0,-306.0,-131.0,77.0,73.0,-50.0,-505.5494999999996,321.0,-19.0,-257.0,1.0,-333.0,-159.0,-23.0,-28.0,-103.0,-970.4354999999996,418.0,-56.0,-285.0,35.0,-345.0,-156.0,-7.0,3.0,-133.0,-1223.6414999999997,496.0,-64
-72.0,-264.0,38.0,-306.0,-131.0,77.0,73.0,-50.0,-505.5494999999996,321.0,-19.0,-257.0,1.0,-333.0,-159.0,-23.0,-28.0,-103.0,-970.4354999999996,418.0,-56.0,-285.0,35.0,-345.0,-156.0,-7.0,3.0,-133.0,-1223.6414999999997,496.0,-65.0,-299.0,-56.0,-395.0,-192.0,-60.0,-36.0,291.0,2339.232,852.0,152
-19.0,-257.0,1.0,-333.0,-159.0,-23.0,-28.0,-103.0,-970.4354999999996,418.0,-56.0,-285.0,35.0,-345.0,-156.0,-7.0,3.0,-133.0,-1223.6414999999997,496.0,-65.0,-299.0,-56.0,-395.0,-192.0,-60.0,-36.0,291.0,2339.232,852.0,-93.0,-153.0,37.0,-207.0,-46.0,164.0,146.0,556.0,4785.339,808.0,122
-56.0,-285.0,35.0,-345.0,-156.0,-7.0,3.0,-133.0,-1223.6414999999997,496.0,-65.0,-299.0,-56.0,-395.0,-192.0,-60.0,-36.0,291.0,2339.232,852.0,-93.0,-153.0,37.0,-207.0,-46.0,164.0,146.0,556.0,4785.339,808.0,65.0,-38.0,160.0,-79.0,25.0,146.0,71.0,-71.0,-607.2194999999997,800.0,-59
-65.0,-299.0,-56.0,-395.0,-192.0,-60.0,-36.0,291.0,2339.232,852.0,-93.0,-153.0,37.0,-207.0,-46.0,164.0,146.0,556.0,4785.339,808.0,65.0,-38.0,160.0,-79.0,25.0,146.0,71.0,-71.0,-607.2194999999997,800.0,129.0,-119.0,143.0,-196.0,7.0,-42.0,-18.0,366.0,3201.0945,827.0,25
-93.0,-153.0,37.0,-207.0,-46.0,164.0,146.0,556.0,4785.339,808.0,65.0,-38.0,160.0,-79.0,25.0,146.0,71.0,-71.0,-607.2194999999997,800.0,129.0,-119.0,143.0,-196.0,7.0,-42.0,-18.0,366.0,3201.0945,827.0,114.0,-59.0,134.0,-127.0,43.0,45.0,36.0,1070.0,9432.489,1025.0,-246
0.0,0.0,0.0,0.0,0.0,-127.0,-161.0,0.0,0.0,0.0,23.0,-9.0,-88.0,-151.0,-97.0,-117.0,-97.0,1348.0,10863.127500000002,259.0,-59.0,-39.0,0.0,-53.0,-42.0,78.0,55.0,-1231.0,-10367.088,256.0,-25.0,-98.0,-74.0,-185.0,-123.0,-109.0,-81.0,-537.0,-4735.496999999999,246.0,-195
23.0,-9.0,-88.0,-151.0,-97.0,-117.0,-97.0,1348.0,10863.127500000002,259.0,-59.0,-39.0,0.0,-53.0,-42.0,78.0,55.0,-1231.0,-10367.088,256.0,-25.0,-98.0,-74.0,-185.0,-123.0,-109.0,-81.0,-537.0,-4735.496999999999,246.0,-129.0,-168.0,-280.0,-380.0,-256.0,-223.0,-133.0,-128.0,-1704.2324999999983,439.0,68
-59.0,-39.0,0.0,-53.0,-42.0,78.0,55.0,-1231.0,-10367.088,256.0,-25.0,-98.0,-74.0,-185.0,-123.0,-109.0,-81.0,-537.0,-4735.496999999999,246.0,-129.0,-168.0,-280.0,-380.0,-256.0,-223.0,-133.0,-128.0,-1704.2324999999983,439.0,-275.0,-198.0,-286.0,-263.0,-266.0,27.0,-10.0,-142.0,-1839.5849999999991,587.0,39
-25.0,-98.0,-74.0,-185.0,-123.0,-109.0,-81.0,-537.0,-4735.496999999999,246.0,-129.0,-168.0,-280.0,-380.0,-256.0,-223.0,-133.0,-128.0,-1704.2324999999983,439.0,-275.0,-198.0,-286.0,-263.0,-266.0,27.0,-10.0,-142.0,-1839.5849999999991,587.0,-264.0,-282.0,-242.0,-281.0,-277.0,19.0,-11.0,-428.0,-4149.588,648.0,1
-129.0,-168.0,-280.0,-380.0,-256.0,-223.0,-133.0,-128.0,-1704.2324999999983,439.0,-275.0,-198.0,-286.0,-263.0,-266.0,27.0,-10.0,-142.0,-1839.5849999999991,587.0,-264.0,-282.0,-242.0,-281.0,-277.0,19.0,-11.0,-428.0,-4149.588,648.0,-157.0,-149.0,-127.0,-212.0,-157.0,99.0,120.0,-534.0,-4773.964499999998,657.0,107
-275.0,-198.0,-286.0,-263.0,-266.0,27.0,-10.0,-142.0,-1839.5849999999991,587.0,-264.0,-282.0,-242.0,-281.0,-277.0,19.0,-11.0,-428.0,-4149.588,648.0,-157.0,-149.0,-127.0,-212.0,-157.0,99.0,120.0,-534.0,-4773.964499999998,657.0,-165.0,-113.0,-92.0,-114.0,-123.0,77.0,34.0,-562.0,-4940.690999999999,734.0,-102
-264.0,-282.0,-242.0,-281.0,-277.0,19.0,-11.0,-428.0,-4149.588,648.0,-157.0,-149.0,-127.0,-212.0,-157.0,99.0,120.0,-534.0,-4773.964499999998,657.0,-165.0,-113.0,-92.0,-114.0,-123.0,77.0,34.0,-562.0,-4940.690999999999,734.0,-68.0,-127.0,-120.0,-226.0,-147.0,-69.0,-24.0,-462.0,-4166.047499999999,917.0,76
-157.0,-149.0,-127.0,-212.0,-157.0,99.0,120.0,-534.0,-4773.964499999998,657.0,-165.0,-113.0,-92.0,-114.0,-123.0,77.0,34.0,-562.0,-4940.690999999999,734.0,-68.0,-127.0,-120.0,-226.0,-147.0,-69.0,-24.0,-462.0,-4166.047499999999,917.0,-190.0,-135.0,-164.0,-170.0,-157.0,11.0,-10.0,-526.0,-4707.303,817.0,-5
-165.0,-113.0,-92.0,-114.0,-123.0,77.0,34.0,-562.0,-4940.690999999999,734.0,-68.0,-127.0,-120.0,-226.0,-147.0,-69.0,-24.0,-462.0,-4166.047499999999,917.0,-190.0,-135.0,-164.0,-170.0,-157.0,11.0,-10.0,-526.0,-4707.303,817.0,-76.0,-109.0,-28.0,-137.0,-87.0,54.0,70.0,-852.0,-7272.0599999999995,873.0,4
-68.0,-127.0,-120.0,-226.0,-147.0,-69.0,-24.0,-462.0,-4166.047499999999,917.0,-190.0,-135.0,-164.0,-170.0,-157.0,11.0,-10.0,-526.0,-4707.303,817.0,-76.0,-109.0,-28.0,-137.0,-87.0,54.0,70.0,-852.0,-7272.0599999999995,873.0,-111.0,-156.0,-84.0,-163.0,-145.0,-42.0,-58.0,-716.0,-6239.528999999999,982.0,166
-190.0,-135.0,-164.0,-170.0,-157.0,11.0,-10.0,-526.0,-4707.303,817.0,-76.0,-109.0,-28.0,-137.0,-87.0,54.0,70.0,-852.0,-7272.0599999999995,873.0,-111.0,-156.0,-84.0,-163.0,-145.0,-42.0,-58.0,-716.0,-6239.528999999999,982.0,-132.0,-39.0,-62.0,-22.0,-49.0,157.0,96.0,-275.0,-2418.8909999999996,1075.0,-38
